time,wind_u,wind_v,pressure,temperature,wind_speed,wind_direction,hour,day_of_year,surge_height,storm_flag,storm_intensity
2022-01-01 00:00:00,1.8351051714796927,1.5427411866985972,102213.09524846004,284.1262446146996,2.3974280718152334,229.94681437402758,0,1,2.07941478859087,0,0.0
2022-01-01 01:00:00,2.100889044085816,1.9631103570987447,102238.81088443384,284.44418102388533,2.875332511155566,226.94171164146883,1,1,1.6614934924456801,0,0.0
2022-01-01 02:00:00,1.684380165054459,2.5792222397173745,102631.75023758988,282.81119847101496,3.0805070852509973,213.14684214374049,2,1,1.17579992959467,0,0.0
2022-01-01 03:00:00,5.6688900443783865,2.7698373710457105,101906.8959146173,287.25342987317424,6.3093829648622375,243.95972095186804,3,1,0.372709064977093,0,0.0
2022-01-01 04:00:00,6.526074663591661,3.4321392505579413,102390.04421109988,287.58634513153294,7.373549372588037,242.25959119801732,4,1,-0.612025713549855,0,0.0
2022-01-01 05:00:00,4.3408161164328805,-1.1810649438583145,102877.8725165664,287.06989330231,4.498621895458039,285.22078741418176,5,1,-1.0095548528900413,0,0.0
2022-01-01 06:00:00,3.9274530924879105,1.1920709671778822,102714.57647307386,288.53613682432797,4.104378270150214,253.1157679353031,6,1,-1.520766439307232,0,0.0
2022-01-01 07:00:00,5.098497894950121,1.8229385018389546,102630.90252490451,290.4211586736802,5.4145900644737335,250.325783053542,7,1,-1.5135118492811812,0,0.0
2022-01-01 08:00:00,4.454351759215583,-0.10621238906215989,102585.02529056456,291.41243640707637,4.4556178770645545,271.36593807719464,8,1,-1.2421910751031442,0,0.0
2022-01-01 09:00:00,4.476178592411549,0.4226902279937512,102449.04729995571,290.48231308106097,4.496091838475372,264.60549630199586,9,1,-0.8280484847618901,0,0.0
2022-01-01 10:00:00,2.1333043419933015,0.07676162433809103,103265.94638228227,289.38953907471375,2.134684932850395,267.9392436653648,10,1,-0.299620156023194,0,0.0
2022-01-01 11:00:00,2.295923794372612,0.18694178640207815,102415.52545419215,294.5175595698139,2.3035219341411817,265.34505512984265,11,1,0.39596960339419784,0,0.0
2022-01-01 12:00:00,3.4205124411565855,-0.0687119545572674,103122.93818598078,297.96792439528934,3.4212025214544175,271.1508145733117,12,1,0.4731416422275543,0,0.0
2022-01-01 13:00:00,4.16302472458269,-1.2625972327792605,102873.84967471192,297.48401388679497,4.350278914013288,286.8719435155637,13,1,0.5623742559029867,0,0.0
2022-01-01 14:00:00,0.0,-0.0,103119.52311026993,293.2712999861267,0.0,294.2592859403588,14,1,0.003000600356165853,0,0.0
2022-01-01 15:00:00,2.6675340475678784,-0.5482807528451491,103419.34497155664,294.5841423378799,2.723297574425959,281.61472852842275,15,1,-0.32735099813796176,0,0.0
2022-01-01 16:00:00,0.5262097603956855,-0.06134763899680341,102637.58413568734,294.0007810586724,0.5297737675141785,276.64975218435006,16,1,-1.022448563229743,0,0.0
2022-01-01 17:00:00,1.4477485075984717,-0.3559571519293042,103180.46160359775,288.30215020170056,1.4908659347048023,283.8132870215008,17,1,-1.4273077503256817,0,0.0
2022-01-01 18:00:00,3.2185070527081363,-1.5124151907470187,103050.78294096356,285.5330540130415,3.556147825602073,295.1693961460548,18,1,-1.4769815326044593,0,0.0
2022-01-01 19:00:00,2.9131833181290943,-1.625139652620699,102545.32338574463,287.6894680547619,3.3358231271375534,299.15526811451264,19,1,-1.3124115208254834,0,0.0
2022-01-01 20:00:00,1.0994522360893322,-0.5732941847723587,102769.21693084543,284.50093348884036,1.2399441284733905,297.5391665362565,20,1,-0.8419185863888123,0,0.0
2022-01-01 21:00:00,5.003827827924803,-1.0774952457810583,103356.7572367013,282.6424948286662,5.118524097451865,282.1521809617376,21,1,-0.17142784607606806,0,0.0
2022-01-01 22:00:00,5.079166476145717,-2.542312290154349,103241.36179391107,278.37525041706743,5.679901748540406,296.5896740452441,22,1,0.5333670214581512,0,0.0
2022-01-01 23:00:00,2.2572372960217035,-1.7907064236534485,103290.37740125052,282.2179203041583,2.8812757081308784,308.42559216356403,23,1,1.219758614657079,0,0.0
2022-01-02 00:00:00,2.539688488548736,-1.10496587114225,103239.07047010936,281.6406987950702,2.7696510963036687,293.51286036105813,0,2,1.8269720538743368,0,0.0
2022-01-02 01:00:00,5.661253000625216,-2.7017763334416998,103430.30799242196,283.99729506281744,6.27290848753859,295.5123427630023,1,2,1.7907974273202398,0,0.0
2022-01-02 02:00:00,3.0183672428304593,-0.6286200131699987,103322.69828613584,284.75798013552117,3.083132162841839,281.76453215325375,2,2,1.527291114595559,0,0.0
2022-01-02 03:00:00,8.010179731185243,0.7231418566162402,102658.39146961727,280.8726694897149,8.042755340720074,264.84144374324165,3,2,0.9444809863221094,0,0.0
2022-01-02 04:00:00,4.447993908580872,1.0738281512840653,103315.49997993186,285.03769244417384,4.575779355395395,256.4274422258219,4,2,0.14847060883439836,0,0.0
2022-01-02 05:00:00,6.517595666977577,-0.6252469159728542,103089.38571965316,285.4904098880449,6.547517619994501,275.4797379726791,5,2,-0.5180104903184776,0,0.0
2022-01-02 06:00:00,5.719569247379478,-0.2365936871589101,103497.99368422887,286.02793617004,5.724460581432323,272.36872659676595,6,2,-1.3032082791242479,0,0.0
2022-01-02 07:00:00,3.5929438431533245,0.03130382209905207,103145.0912064359,291.7980192371298,3.5930802091424834,269.5008183856117,7,2,-1.5783843807203448,0,0.0
2022-01-02 08:00:00,7.345201658884114,0.5412328149448116,102682.13452999594,294.5983672596071,7.365115095478619,265.78576383646356,8,2,-1.5570409294148249,0,0.0
2022-01-02 09:00:00,0.26759655363433804,0.09547205671279486,102915.19450484584,292.09802481901795,0.2841176325572672,250.36481426742318,9,2,-1.065313841669958,0,0.0
2022-01-02 10:00:00,3.105810720804809,0.983971965156979,102883.7267248177,292.93946263555995,3.2579535082135496,252.4209411115283,10,2,-0.6969350230264034,0,0.0
2022-01-02 11:00:00,0.5638032903996645,0.3594322430032945,103529.75908584429,292.96498051827916,0.6686297088642321,237.4819369511113,11,2,-0.2047790903885332,0,0.0
2022-01-02 12:00:00,0.7929544465218431,0.2888203804166478,102743.1740897079,296.01120786242996,0.8439158526789148,249.98669391710996,12,2,0.3744335868248696,0,0.0
2022-01-02 13:00:00,0.7649004699545027,1.643242071275648,103984.39978794724,299.97243391356716,1.8125444087654516,204.96115502498841,13,2,0.29431580266213564,0,0.0
2022-01-02 14:00:00,0.0,0.0,103639.44764895234,296.9612143941622,0.0,248.3878915169641,14,2,0.444114280468624,0,0.0
2022-01-02 15:00:00,0.9649410385793074,0.6976875218951908,103408.96991021246,293.25919959908833,1.190747280552328,234.13170010493104,15,2,-0.01159142448859126,0,0.0
2022-01-02 16:00:00,0.0,0.0,103300.35238582634,289.494182674561,0.0,224.11777124196715,16,2,-0.5598370482142622,0,0.0
2022-01-02 17:00:00,0.8923701373614363,1.318407124965638,103041.44232179537,289.55615242958584,1.5920181560568423,214.0922935746418,17,2,-1.1416675826394354,0,0.0
2022-01-02 18:00:00,1.1669736422006962,1.271625367696216,102729.97249090136,289.46645907100645,1.725937008514417,222.5426770540408,18,2,-1.2806206516810241,0,0.0
2022-01-02 19:00:00,0.3145470217650682,2.154996041543099,103548.05399264519,288.2819315284281,2.1778309778235085,188.30435008643406,19,2,-1.478394551204724,0,0.0
2022-01-02 20:00:00,0.9227366318427536,1.9623357307110583,103417.48546463739,283.6886100370855,2.16845668893105,205.1840184135539,20,2,-1.3802921970837032,0,0.0
